
...................................................
before gpu command
after gpu command
(1/8);|=========================================================================================|
|     Epoch    |   Iteration  | Time Elapsed |  Mini-batch  |  Mini-batch  | Base Learning|
|              |              |  (seconds)   |     Loss     |   Accuracy   |     Rate     |
|=========================================================================================|
|           12 |         7650 |        72.49 |       0.2573 |       85.94% |     0.016000 |
|           12 |         7700 |        72.95 |       0.4349 |       78.12% |     0.016000 |
|           12 |         7750 |        73.41 |       0.3054 |       84.38% |     0.016000 |
|           12 |         7800 |        73.87 |       0.2636 |       89.06% |     0.016000 |
|           13 |         7850 |        74.34 |       0.3570 |       81.25% |     0.006400 |
|           13 |         7900 |        74.80 |       0.2750 |       87.50% |     0.006400 |
|           13 |         7950 |        75.26 |       0.2539 |       87.50% |     0.006400 |
|           13 |         8000 |        75.72 |       0.3181 |       81.25% |     0.006400 |
|           13 |         8050 |        76.18 |       0.3973 |       76.56% |     0.006400 |
|           13 |         8100 |        76.65 |       0.2753 |       81.25% |     0.006400 |
|           13 |         8150 |        77.14 |       0.2582 |       82.81% |     0.006400 |
|           13 |         8200 |        77.62 |       0.2511 |       89.06% |     0.006400 |
|           13 |         8250 |        78.10 |       0.3908 |       79.69% |     0.006400 |
|           13 |         8300 |        78.58 |       0.2941 |       81.25% |     0.006400 |
|           13 |         8350 |        79.07 |       0.3603 |       89.06% |     0.006400 |
|           13 |         8400 |        79.55 |       0.3547 |       73.44% |     0.006400 |
|           13 |         8450 |        80.03 |       0.2895 |       82.81% |     0.006400 |
|           14 |         8500 |        80.53 |       0.2593 |       82.81% |     0.006400 |
|           14 |         8550 |        81.01 |       0.4222 |       81.25% |     0.006400 |
|           14 |         8600 |        81.50 |       0.2498 |       87.50% |     0.006400 |
|           14 |         8650 |        81.98 |       0.3046 |       79.69% |     0.006400 |
|           14 |         8700 |        82.45 |       0.3138 |       78.12% |     0.006400 |
|           14 |         8750 |        82.94 |       0.3620 |       79.69% |     0.006400 |
|           14 |         8800 |        83.42 |       0.2164 |       90.62% |     0.006400 |
|           14 |         8850 |        83.90 |       0.2666 |       84.38% |     0.006400 |
|           14 |         8900 |        84.38 |       0.2543 |       92.19% |     0.006400 |
|           14 |         8950 |        84.86 |       0.3342 |       82.81% |     0.006400 |
|           14 |         9000 |        85.34 |       0.3132 |       82.81% |     0.006400 |
|           14 |         9050 |        85.81 |       0.2604 |       89.06% |     0.006400 |
|           14 |         9100 |        86.27 |       0.2891 |       84.38% |     0.006400 |
|           15 |         9150 |        86.77 |       0.2770 |       87.50% |     0.006400 |
|           15 |         9200 |        87.25 |       0.3206 |       81.25% |     0.006400 |
|           15 |         9250 |        87.74 |       0.3235 |       82.81% |     0.006400 |
|           15 |         9300 |        88.22 |       0.2827 |       85.94% |     0.006400 |
|           15 |         9350 |        88.69 |       0.3908 |       76.56% |     0.006400 |
|           15 |         9400 |        89.18 |       0.3008 |       82.81% |     0.006400 |
|           15 |         9450 |        89.67 |       0.3165 |       87.50% |     0.006400 |
|           15 |         9500 |        90.15 |       0.3992 |       73.44% |     0.006400 |
|           15 |         9550 |        90.62 |       0.3243 |       87.50% |     0.006400 |
|           15 |         9600 |        91.09 |       0.2902 |       81.25% |     0.006400 |
|           15 |         9650 |        91.56 |       0.2955 |       81.25% |     0.006400 |
|           15 |         9700 |        92.04 |       0.2325 |       89.06% |     0.006400 |
|           15 |         9750 |        92.52 |       0.2737 |       81.25% |     0.006400 |
|=========================================================================================|
(5/8);|=========================================================================================|
|     Epoch    |   Iteration  | Time Elapsed |  Mini-batch  |  Mini-batch  | Base Learning|
|              |              |  (seconds)   |     Loss     |   Accuracy   |     Rate     |
|=========================================================================================|
|            1 |           50 |         0.46 |       0.6979 |       48.44% |     0.100000 |
|            1 |          100 |         0.92 |       0.7079 |       42.19% |     0.100000 |
|            1 |          150 |         1.37 |       0.6853 |       56.25% |     0.100000 |
|            1 |          200 |         1.83 |       0.6929 |       51.56% |     0.100000 |
|            1 |          250 |         2.29 |       0.7124 |       40.62% |     0.100000 |
|            1 |          300 |         2.74 |       0.6890 |       65.62% |     0.100000 |
|            1 |          350 |         3.20 |       0.6869 |       57.81% |     0.100000 |
|            1 |          400 |         3.65 |       0.6958 |       43.75% |     0.100000 |
|            1 |          450 |         4.11 |       0.6937 |       50.00% |     0.100000 |
|            1 |          500 |         4.57 |       0.6223 |       64.06% |     0.100000 |
|            1 |          550 |         5.02 |       0.6005 |       60.94% |     0.100000 |
|            1 |          600 |         5.47 |       0.6420 |       57.81% |     0.100000 |
|            1 |          650 |         5.92 |       0.5443 |       60.94% |     0.100000 |
|            2 |          700 |         6.39 |       0.5133 |       68.75% |     0.100000 |
|            2 |          750 |         6.85 |       0.4586 |       64.06% |     0.100000 |
|            2 |          800 |         7.33 |       0.5502 |       59.38% |     0.100000 |
|            2 |          850 |         7.80 |       0.4538 |       78.12% |     0.100000 |
|            2 |          900 |         8.28 |       0.6400 |       59.38% |     0.100000 |
|            2 |          950 |         8.76 |       0.4910 |       70.31% |     0.100000 |
|            2 |         1000 |         9.24 |       0.4839 |       64.06% |     0.100000 |
|            2 |         1050 |         9.72 |       0.4727 |       68.75% |     0.100000 |
|            2 |         1100 |        10.20 |       0.4075 |       71.88% |     0.100000 |
|            2 |         1150 |        10.67 |       0.5154 |       64.06% |     0.100000 |
|            2 |         1200 |        11.15 |       0.5104 |       68.75% |     0.100000 |
|            2 |         1250 |        11.63 |       0.4653 |       70.31% |     0.100000 |
|            2 |         1300 |        12.11 |       0.4155 |       76.56% |     0.100000 |
|            3 |         1350 |        12.61 |       0.4443 |       70.31% |     0.100000 |
|            3 |         1400 |        13.09 |       0.4563 |       68.75% |     0.100000 |
|            3 |         1450 |        13.57 |       0.4591 |       76.56% |     0.100000 |
|            3 |         1500 |        14.05 |       0.5813 |       68.75% |     0.100000 |
|            3 |         1550 |        14.54 |       0.4539 |       71.88% |     0.100000 |
|            3 |         1600 |        15.01 |       0.4533 |       71.88% |     0.100000 |
|            3 |         1650 |        15.49 |       0.4891 |       79.69% |     0.100000 |
|            3 |         1700 |        15.97 |       0.5303 |       65.62% |     0.100000 |
|            3 |         1750 |        16.45 |       0.4407 |       73.44% |     0.100000 |
|            3 |         1800 |        16.93 |       0.5108 |       73.44% |     0.100000 |
|            3 |         1850 |        17.40 |       0.4766 |       65.62% |     0.100000 |
|            3 |         1900 |        17.88 |       0.3942 |       75.00% |     0.100000 |
|            3 |         1950 |        18.36 |       0.4325 |       71.88% |     0.100000 |
|            4 |         2000 |        18.85 |       0.4736 |       76.56% |     0.100000 |
|            4 |         2050 |        19.34 |       0.4316 |       73.44% |     0.100000 |
|            4 |         2100 |        19.81 |       0.5003 |       68.75% |     0.100000 |
|            4 |         2150 |        20.29 |       0.4186 |       71.88% |     0.100000 |
|            4 |         2200 |        20.77 |       0.4549 |       73.44% |     0.100000 |
|            4 |         2250 |        21.25 |       0.6101 |       60.94% |     0.100000 |
|            4 |         2300 |        21.73 |       0.4497 |       71.88% |     0.100000 |
|            4 |         2350 |        22.21 |       0.4205 |       79.69% |     0.100000 |
|            4 |         2400 |        22.69 |       0.4431 |       82.81% |     0.100000 |
|            4 |         2450 |        23.17 |       0.4523 |       67.19% |     0.100000 |
|            4 |         2500 |        23.64 |       0.4311 |       79.69% |     0.100000 |
|            4 |         2550 |        24.13 |       0.4214 |       78.12% |     0.100000 |
|            4 |         2600 |        24.62 |       0.4047 |       85.94% |     0.100000 |
|            5 |         2650 |        25.12 |       0.4705 |       71.88% |     0.040000 |
|            5 |         2700 |        25.60 |       0.3533 |       76.56% |     0.040000 |
|            5 |         2750 |        26.08 |       0.4409 |       78.12% |     0.040000 |
|            5 |         2800 |        26.56 |       0.4428 |       71.88% |     0.040000 |
|            5 |         2850 |        27.05 |       0.3734 |       68.75% |     0.040000 |
|            5 |         2900 |        27.54 |       0.3469 |       78.12% |     0.040000 |
|            5 |         2950 |        28.02 |       0.4483 |       75.00% |     0.040000 |
|            5 |         3000 |        28.51 |       0.3902 |       76.56% |     0.040000 |
|            5 |         3050 |        28.99 |       0.4637 |       64.06% |     0.040000 |
|            5 |         3100 |        29.47 |       0.3923 |       73.44% |     0.040000 |
|            5 |         3150 |        29.96 |       0.3833 |       78.12% |     0.040000 |
|            5 |         3200 |        30.44 |       0.3518 |       75.00% |     0.040000 |
|            5 |         3250 |        30.92 |       0.4704 |       70.31% |     0.040000 |
|            6 |         3300 |        31.42 |       0.4894 |       65.62% |     0.040000 |
|            6 |         3350 |        31.90 |       0.4007 |       71.88% |     0.040000 |
|            6 |         3400 |        32.39 |       0.4621 |       68.75% |     0.040000 |
|            6 |         3450 |        32.88 |       0.3795 |       73.44% |     0.040000 |
|            6 |         3500 |        33.36 |       0.3924 |       70.31% |     0.040000 |
|            6 |         3550 |        33.85 |       0.3408 |       71.88% |     0.040000 |
|            6 |         3600 |        34.34 |       0.5281 |       73.44% |     0.040000 |
|            6 |         3650 |        34.82 |       0.3787 |       79.69% |     0.040000 |
|            6 |         3700 |        35.30 |       0.4138 |       70.31% |     0.040000 |
|            6 |         3750 |        35.79 |       0.4552 |       79.69% |     0.040000 |
|            6 |         3800 |        36.27 |       0.4268 |       70.31% |     0.040000 |
|            6 |         3850 |        36.76 |       0.3773 |       73.44% |     0.040000 |
|            6 |         3900 |        37.22 |       0.3856 |       82.81% |     0.040000 |
|            7 |         3950 |        37.69 |       0.4147 |       67.19% |     0.040000 |
|            7 |         4000 |        38.15 |       0.4391 |       70.31% |     0.040000 |
|            7 |         4050 |        38.61 |       0.3689 |       79.69% |     0.040000 |
|            7 |         4100 |        39.06 |       0.3957 |       78.12% |     0.040000 |
|            7 |         4150 |        39.53 |       0.3603 |       81.25% |     0.040000 |
|            7 |         4200 |        39.99 |       0.3503 |       75.00% |     0.040000 |
|            7 |         4250 |        40.45 |       0.4014 |       71.88% |     0.040000 |
|            7 |         4300 |        40.90 |       0.3900 |       76.56% |     0.040000 |
|            7 |         4350 |        41.39 |       0.4139 |       75.00% |     0.040000 |
|            7 |         4400 |        41.87 |       0.3843 |       79.69% |     0.040000 |
|            7 |         4450 |        42.35 |       0.4748 |       75.00% |     0.040000 |
|            7 |         4500 |        42.85 |       0.3415 |       76.56% |     0.040000 |
|            7 |         4550 |        43.33 |       0.4154 |       73.44% |     0.040000 |
|            8 |         4600 |        43.83 |       0.3225 |       78.12% |     0.040000 |
|            8 |         4650 |        44.31 |       0.4978 |       73.44% |     0.040000 |
|            8 |         4700 |        44.80 |       0.4104 |       68.75% |     0.040000 |
|            8 |         4750 |        45.28 |       0.5020 |       65.62% |     0.040000 |
|            8 |         4800 |        45.75 |       0.4195 |       78.12% |     0.040000 |
|            8 |         4850 |        46.23 |       0.4571 |       73.44% |     0.040000 |
|            8 |         4900 |        46.71 |       0.4006 |       82.81% |     0.040000 |
|            8 |         4950 |        47.19 |       0.4611 |       73.44% |     0.040000 |
|            8 |         5000 |        47.67 |       0.4686 |       68.75% |     0.040000 |
|            8 |         5050 |        48.15 |       0.3515 |       73.44% |     0.040000 |
|            8 |         5100 |        48.64 |       0.3818 |       85.94% |     0.040000 |
|            8 |         5150 |        49.11 |       0.3702 |       82.81% |     0.040000 |
|            8 |         5200 |        49.60 |       0.5331 |       70.31% |     0.040000 |
|            9 |         5250 |        50.11 |       0.3806 |       82.81% |     0.016000 |
|            9 |         5300 |        50.59 |       0.3713 |       81.25% |     0.016000 |
|            9 |         5350 |        51.07 |       0.3736 |       82.81% |     0.016000 |
|            9 |         5400 |        51.56 |       0.3971 |       79.69% |     0.016000 |
|            9 |         5450 |        52.04 |       0.3784 |       76.56% |     0.016000 |
|            9 |         5500 |        52.54 |       0.3898 |       70.31% |     0.016000 |
|            9 |         5550 |        53.04 |       0.3609 |       76.56% |     0.016000 |
|            9 |         5600 |        53.52 |       0.3699 |       84.38% |     0.016000 |
|            9 |         5650 |        54.00 |       0.4124 |       75.00% |     0.016000 |
|            9 |         5700 |        54.48 |       0.3750 |       76.56% |     0.016000 |
|            9 |         5750 |        54.97 |       0.3493 |       73.44% |     0.016000 |
|            9 |         5800 |        55.45 |       0.4722 |       73.44% |     0.016000 |
|            9 |         5850 |        55.93 |       0.4446 |       78.12% |     0.016000 |
|           10 |         5900 |        56.43 |       0.3573 |       84.38% |     0.016000 |
|           10 |         5950 |        56.91 |       0.3819 |       76.56% |     0.016000 |
|           10 |         6000 |        57.40 |       0.3785 |       73.44% |     0.016000 |
|           10 |         6050 |        57.90 |       0.4128 |       78.12% |     0.016000 |
|           10 |         6100 |        58.40 |       0.4044 |       85.94% |     0.016000 |
|           10 |         6150 |        58.90 |       0.3974 |       73.44% |     0.016000 |
|           10 |         6200 |        59.38 |       0.4224 |       75.00% |     0.016000 |
|           10 |         6250 |        59.87 |       0.4248 |       76.56% |     0.016000 |
|           10 |         6300 |        60.35 |       0.3395 |       79.69% |     0.016000 |
|           10 |         6350 |        60.83 |       0.3022 |       84.38% |     0.016000 |
|           10 |         6400 |        61.30 |       0.4230 |       79.69% |     0.016000 |
|           10 |         6450 |        61.76 |       0.3147 |       85.94% |     0.016000 |
|           10 |         6500 |        62.21 |       0.3019 |       76.56% |     0.016000 |
|           11 |         6550 |        62.68 |       0.3765 |       73.44% |     0.016000 |
|           11 |         6600 |        63.13 |       0.4182 |       71.88% |     0.016000 |
|           11 |         6650 |        63.59 |       0.3148 |       79.69% |     0.016000 |
|           11 |         6700 |        64.05 |       0.2585 |       87.50% |     0.016000 |
|           11 |         6750 |        64.51 |       0.3568 |       67.19% |     0.016000 |
|           11 |         6800 |        64.96 |       0.4053 |       71.88% |     0.016000 |
|           11 |         6850 |        65.42 |       0.3482 |       81.25% |     0.016000 |
|           11 |         6900 |        65.88 |       0.3770 |       70.31% |     0.016000 |
|           11 |         6950 |        66.34 |       0.3579 |       79.69% |     0.016000 |
|           11 |         7000 |        66.79 |       0.3315 |       81.25% |     0.016000 |
|           11 |         7050 |        67.25 |       0.3108 |       79.69% |     0.016000 |
|           11 |         7100 |        67.70 |       0.3212 |       79.69% |     0.016000 |
|           11 |         7150 |        68.16 |       0.3239 |       84.38% |     0.016000 |
|           12 |         7200 |        68.63 |       0.3659 |       70.31% |     0.016000 |
|           12 |         7250 |        69.08 |       0.4606 |       73.44% |     0.016000 |
|           12 |         7300 |        69.54 |       0.4387 |       78.12% |     0.016000 |
|           12 |         7350 |        70.00 |       0.4072 |       75.00% |     0.016000 |
|           12 |         7400 |        70.45 |       0.3360 |       82.81% |     0.016000 |
|           12 |         7450 |        70.91 |       0.3815 |       73.44% |     0.016000 |
|           12 |         7500 |        71.36 |       0.2867 |       82.81% |     0.016000 |
|           12 |         7550 |        71.84 |       0.3533 |       75.00% |     0.016000 |
|           12 |         7600 |        72.32 |       0.4158 |       75.00% |     0.016000 |
|           12 |         7650 |        72.80 |       0.3440 |       79.69% |     0.016000 |
|           12 |         7700 |        73.29 |       0.2807 |       84.38% |     0.016000 |
|           12 |         7750 |        73.77 |       0.2521 |       81.25% |     0.016000 |
|           12 |         7800 |        74.25 |       0.5447 |       73.44% |     0.016000 |
|           13 |         7850 |        74.75 |       0.3761 |       75.00% |     0.006400 |
|           13 |         7900 |        75.24 |       0.4452 |       75.00% |     0.006400 |
|           13 |         7950 |        75.73 |       0.3675 |       75.00% |     0.006400 |
|           13 |         8000 |        76.21 |       0.4942 |       67.19% |     0.006400 |
|           13 |         8050 |        76.69 |       0.3406 |       79.69% |     0.006400 |
|           13 |         8100 |        77.18 |       0.4667 |       76.56% |     0.006400 |
|           13 |         8150 |        77.68 |       0.3064 |       81.25% |     0.006400 |
|           13 |         8200 |        78.18 |       0.3266 |       81.25% |     0.006400 |
|           13 |         8250 |        78.68 |       0.3843 |       73.44% |     0.006400 |
|           13 |         8300 |        79.17 |       0.3806 |       81.25% |     0.006400 |
|           13 |         8350 |        79.66 |       0.3585 |       76.56% |     0.006400 |
|           13 |         8400 |        80.14 |       0.3549 |       76.56% |     0.006400 |
|           13 |         8450 |        80.62 |       0.3274 |       82.81% |     0.006400 |
|           14 |         8500 |        81.12 |       0.3933 |       82.81% |     0.006400 |
|           14 |         8550 |        81.61 |       0.4141 |       71.88% |     0.006400 |
|           14 |         8600 |        82.09 |       0.4229 |       81.25% |     0.006400 |
|           14 |         8650 |        82.57 |       0.3262 |       78.12% |     0.006400 |
|           14 |         8700 |        83.06 |       0.4047 |       78.12% |     0.006400 |
|           14 |         8750 |        83.54 |       0.3816 |       73.44% |     0.006400 |
|           14 |         8800 |        84.02 |       0.3506 |       78.12% |     0.006400 |
|           14 |         8850 |        84.50 |       0.3043 |       81.25% |     0.006400 |
|           14 |         8900 |        84.99 |       0.3540 |       79.69% |     0.006400 |
|           14 |         8950 |        85.47 |       0.2590 |       85.94% |     0.006400 |
|           14 |         9000 |        85.96 |       0.4071 |       78.12% |     0.006400 |
|           14 |         9050 |        86.44 |       0.3095 |       81.25% |     0.006400 |
|           14 |         9100 |        86.92 |       0.3403 |       75.00% |     0.006400 |
|           15 |         9150 |        87.43 |       0.3103 |       85.94% |     0.006400 |
|           15 |         9200 |        87.93 |       0.3927 |       68.75% |     0.006400 |
|           15 |         9250 |        88.43 |       0.3533 |       84.38% |     0.006400 |
|           15 |         9300 |        88.93 |       0.3115 |       82.81% |     0.006400 |
|           15 |         9350 |        89.41 |       0.4069 |       76.56% |     0.006400 |
|           15 |         9400 |        89.90 |       0.4401 |       73.44% |     0.006400 |
|           15 |         9450 |        90.39 |       0.3649 |       76.56% |     0.006400 |
|           15 |         9500 |        90.86 |       0.3957 |       81.25% |     0.006400 |
|           15 |         9550 |        91.33 |       0.3707 |       73.44% |     0.006400 |
|           15 |         9600 |        91.80 |       0.3137 |       82.81% |     0.006400 |
|           15 |         9650 |        92.28 |       0.3762 |       76.56% |     0.006400 |
|           15 |         9700 |        92.75 |       0.3827 |       71.88% |     0.006400 |
|           15 |         9750 |        93.23 |       0.3365 |       76.56% |     0.006400 |
|=========================================================================================|
(6/8);|=========================================================================================|
|     Epoch    |   Iteration  | Time Elapsed |  Mini-batch  |  Mini-batch  | Base Learning|
|              |              |  (seconds)   |     Loss     |   Accuracy   |     Rate     |
|=========================================================================================|
|            1 |           50 |         0.47 |       0.6927 |       51.56% |     0.100000 |
|            1 |          100 |         0.94 |       0.6915 |       57.81% |     0.100000 |
|            1 |          150 |         1.41 |       0.6915 |       53.12% |     0.100000 |
|            1 |          200 |         1.87 |       0.6963 |       51.56% |     0.100000 |
|            1 |          250 |         2.35 |       0.6931 |       51.56% |     0.100000 |
|            1 |          300 |         2.82 |       0.6854 |       53.12% |     0.100000 |
|            1 |          350 |         3.30 |       0.5851 |       71.88% |     0.100000 |
|            1 |          400 |         3.79 |       0.6275 |       62.50% |     0.100000 |
|            1 |          450 |         4.27 |       0.6468 |       60.94% |     0.100000 |
|            1 |          500 |         4.75 |       0.5509 |       70.31% |     0.100000 |
|            1 |          550 |         5.23 |       0.6860 |       56.25% |     0.100000 |
|            1 |          600 |         5.72 |       0.6886 |       50.00% |     0.100000 |
|            1 |          650 |         6.20 |       0.6723 |       51.56% |     0.100000 |
|            2 |          700 |         6.69 |       0.6303 |       65.62% |     0.100000 |
|            2 |          750 |         7.18 |       0.4769 |       73.44% |     0.100000 |
|            2 |          800 |         7.66 |       0.4384 |       71.88% |     0.100000 |
|            2 |          850 |         8.15 |       0.4701 |       76.56% |     0.100000 |
|            2 |          900 |         8.63 |       0.4687 |       70.31% |     0.100000 |
|            2 |          950 |         9.11 |       0.3797 |       81.25% |     0.100000 |
|            2 |         1000 |         9.60 |       0.5341 |       73.44% |     0.100000 |
|            2 |         1050 |        10.09 |       0.4799 |       75.00% |     0.100000 |
|            2 |         1100 |        10.57 |       0.5422 |       64.06% |     0.100000 |
|            2 |         1150 |        11.06 |       0.3701 |       78.12% |     0.100000 |
|            2 |         1200 |        11.54 |       0.4217 |       73.44% |     0.100000 |
|            2 |         1250 |        12.03 |       0.4543 |       73.44% |     0.100000 |
|            2 |         1300 |        12.51 |       0.3783 |       78.12% |     0.100000 |
|            2 |         1350 |        13.00 |       0.3627 |       76.56% |     0.100000 |
|            3 |         1400 |        13.50 |       0.4770 |       65.62% |     0.100000 |
|            3 |         1450 |        13.98 |       0.4478 |       70.31% |     0.100000 |
|            3 |         1500 |        14.47 |       0.4841 |       70.31% |     0.100000 |
|            3 |         1550 |        14.95 |       0.5110 |       71.88% |     0.100000 |
|            3 |         1600 |        15.43 |       0.5932 |       68.75% |     0.100000 |
|            3 |         1650 |        15.92 |       0.3960 |       79.69% |     0.100000 |
|            3 |         1700 |        16.40 |       0.4735 |       78.12% |     0.100000 |
|            3 |         1750 |        16.89 |       0.4012 |       71.88% |     0.100000 |
|            3 |         1800 |        17.37 |       0.6989 |       60.94% |     0.100000 |
|            3 |         1850 |        17.86 |       0.4641 |       75.00% |     0.100000 |
|            3 |         1900 |        18.35 |       0.5520 |       73.44% |     0.100000 |
|            3 |         1950 |        18.83 |       0.4531 |       70.31% |     0.100000 |
|            3 |         2000 |        19.31 |       0.4017 |       79.69% |     0.100000 |
|            4 |         2050 |        19.82 |       0.3957 |       75.00% |     0.100000 |
|            4 |         2100 |        20.30 |       0.3688 |       76.56% |     0.100000 |
|            4 |         2150 |        20.78 |       0.3640 |       75.00% |     0.100000 |
|            4 |         2200 |        21.26 |       0.3479 |       78.12% |     0.100000 |
|            4 |         2250 |        21.75 |       0.3904 |       71.88% |     0.100000 |
|            4 |         2300 |        22.23 |       0.3472 |       84.38% |     0.100000 |
|            4 |         2350 |        22.72 |       0.4954 |       76.56% |     0.100000 |
|            4 |         2400 |        23.21 |       0.4353 |       71.88% |     0.100000 |
|            4 |         2450 |        23.69 |       0.4533 |       70.31% |     0.100000 |
|            4 |         2500 |        24.18 |       0.2751 |       87.50% |     0.100000 |
|            4 |         2550 |        24.67 |       0.4498 |       75.00% |     0.100000 |
|            4 |         2600 |        25.17 |       0.5872 |       71.88% |     0.100000 |
|            4 |         2650 |        25.65 |       0.3449 |       78.12% |     0.100000 |
|            4 |         2700 |        26.14 |       0.4140 |       75.00% |     0.100000 |
|            5 |         2750 |        26.62 |       0.4717 |       71.88% |     0.040000 |
|            5 |         2800 |        27.08 |       0.4194 |       78.12% |     0.040000 |
|            5 |         2850 |        27.55 |       0.4079 |       75.00% |     0.040000 |
|            5 |         2900 |        28.01 |       0.4851 |       68.75% |     0.040000 |
|            5 |         2950 |        28.49 |       0.3812 |       79.69% |     0.040000 |
|            5 |         3000 |        28.97 |       0.4072 |       78.12% |     0.040000 |
|            5 |         3050 |        29.44 |       0.4093 |       71.88% |     0.040000 |
|            5 |         3100 |        29.90 |       0.3665 |       75.00% |     0.040000 |
|            5 |         3150 |        30.37 |       0.4355 |       65.62% |     0.040000 |
|            5 |         3200 |        30.82 |       0.4086 |       75.00% |     0.040000 |
|            5 |         3250 |        31.28 |       0.4670 |       73.44% |     0.040000 |
|            5 |         3300 |        31.74 |       0.4383 |       73.44% |     0.040000 |
|            5 |         3350 |        32.20 |       0.3074 |       81.25% |     0.040000 |
|            6 |         3400 |        32.68 |       0.3484 |       82.81% |     0.040000 |
|            6 |         3450 |        33.14 |       0.3522 |       73.44% |     0.040000 |
|            6 |         3500 |        33.60 |       0.3573 |       73.44% |     0.040000 |
|            6 |         3550 |        34.07 |       0.3452 |       81.25% |     0.040000 |
|            6 |         3600 |        34.53 |       0.3873 |       73.44% |     0.040000 |
|            6 |         3650 |        34.99 |       0.3538 |       84.38% |     0.040000 |
|            6 |         3700 |        35.46 |       0.4588 |       79.69% |     0.040000 |
|            6 |         3750 |        35.94 |       0.3908 |       75.00% |     0.040000 |
|            6 |         3800 |        36.43 |       0.4198 |       70.31% |     0.040000 |
|            6 |         3850 |        36.92 |       0.3026 |       85.94% |     0.040000 |
|            6 |         3900 |        37.40 |       0.4108 |       76.56% |     0.040000 |
|            6 |         3950 |        37.89 |       0.3690 |       76.56% |     0.040000 |
|            6 |         4000 |        38.37 |       0.3316 |       81.25% |     0.040000 |
|            6 |         4050 |        38.86 |       0.3614 |       76.56% |     0.040000 |
|            7 |         4100 |        39.36 |       0.4665 |       73.44% |     0.040000 |
|            7 |         4150 |        39.84 |       0.4142 |       82.81% |     0.040000 |
|            7 |         4200 |        40.33 |       0.4114 |       76.56% |     0.040000 |
|            7 |         4250 |        40.81 |       0.4239 |       75.00% |     0.040000 |
|            7 |         4300 |        41.30 |       0.3504 |       79.69% |     0.040000 |
|            7 |         4350 |        41.78 |       0.4032 |       78.12% |     0.040000 |
|            7 |         4400 |        42.26 |       0.4009 |       68.75% |     0.040000 |
|            7 |         4450 |        42.75 |       0.3707 |       76.56% |     0.040000 |
|            7 |         4500 |        43.23 |       0.4280 |       65.62% |     0.040000 |
|            7 |         4550 |        43.72 |       0.3925 |       73.44% |     0.040000 |
|            7 |         4600 |        44.20 |       0.4661 |       75.00% |     0.040000 |
|            7 |         4650 |        44.69 |       0.4326 |       73.44% |     0.040000 |
|            7 |         4700 |        45.17 |       0.3172 |       81.25% |     0.040000 |
|            8 |         4750 |        45.66 |       0.3496 |       82.81% |     0.040000 |
|            8 |         4800 |        46.15 |       0.3354 |       75.00% |     0.040000 |
|            8 |         4850 |        46.63 |       0.3719 |       75.00% |     0.040000 |
|            8 |         4900 |        47.12 |       0.3504 |       82.81% |     0.040000 |
|            8 |         4950 |        47.61 |       0.3790 |       75.00% |     0.040000 |
|            8 |         5000 |        48.09 |       0.3597 |       84.38% |     0.040000 |
|            8 |         5050 |        48.58 |       0.4673 |       76.56% |     0.040000 |
|            8 |         5100 |        49.07 |       0.3976 |       75.00% |     0.040000 |
|            8 |         5150 |        49.55 |       0.3951 |       71.88% |     0.040000 |
|            8 |         5200 |        50.04 |       0.3122 |       84.38% |     0.040000 |
|            8 |         5250 |        50.52 |       0.4042 |       75.00% |     0.040000 |
|            8 |         5300 |        51.01 |       0.3639 |       76.56% |     0.040000 |
|            8 |         5350 |        51.49 |       0.3516 |       76.56% |     0.040000 |
|            8 |         5400 |        51.98 |       0.3502 |       78.12% |     0.040000 |
|            9 |         5450 |        52.47 |       0.4269 |       75.00% |     0.016000 |
|            9 |         5500 |        52.96 |       0.4144 |       79.69% |     0.016000 |
|            9 |         5550 |        53.46 |       0.3850 |       81.25% |     0.016000 |
|            9 |         5600 |        53.95 |       0.4129 |       75.00% |     0.016000 |
|            9 |         5650 |        54.43 |       0.3117 |       84.38% |     0.016000 |
|            9 |         5700 |        54.91 |       0.3897 |       78.12% |     0.016000 |
|            9 |         5750 |        55.40 |       0.3913 |       79.69% |     0.016000 |
|            9 |         5800 |        55.88 |       0.3627 |       76.56% |     0.016000 |
|            9 |         5850 |        56.37 |       0.4171 |       67.19% |     0.016000 |
|            9 |         5900 |        56.85 |       0.3897 |       76.56% |     0.016000 |
|            9 |         5950 |        57.33 |       0.4833 |       73.44% |     0.016000 |
|            9 |         6000 |        57.82 |       0.4111 |       73.44% |     0.016000 |
|            9 |         6050 |        58.30 |       0.2695 |       82.81% |     0.016000 |
|           10 |         6100 |        58.80 |       0.3285 |       82.81% |     0.016000 |
|           10 |         6150 |        59.29 |       0.3361 |       75.00% |     0.016000 |
|           10 |         6200 |        59.77 |       0.3622 |       75.00% |     0.016000 |
|           10 |         6250 |        60.25 |       0.3377 |       81.25% |     0.016000 |
|           10 |         6300 |        60.73 |       0.3563 |       76.56% |     0.016000 |
|           10 |         6350 |        61.21 |       0.3365 |       84.38% |     0.016000 |
|           10 |         6400 |        61.70 |       0.4585 |       78.12% |     0.016000 |
|           10 |         6450 |        62.18 |       0.4155 |       76.56% |     0.016000 |
|           10 |         6500 |        62.67 |       0.4325 |       70.31% |     0.016000 |
|           10 |         6550 |        63.15 |       0.3028 |       76.56% |     0.016000 |
