0,0,0
0,0,0
18197,20178,38395
0,0,0
0,0,0
8606,2701,47773
37071,3507,26292
0,0,0
0,0,0
0,0,0
0,0,0
44047,3391,15052
0,0,0
7691,14850,45919
0,0,0
0,0,0
17000,5957,30713
0,0,0
0,0,0
0,0,0
9265,17118,14557
25635,7315,15780
0,0,0
0,0,0
37132,4279,17019
0,0,0
0,0,0
0,0,0
0,0,0
13711,19591,31918
0,0,0
8157,17952,33901
0,0,0
0,0,0
0,0,0
11773,28116,14801
14360,19700,31780
0,0,0
0,0,0
0,0,0
12314,22908,14638
0,0,0
0,0,0
0,0,0
15976,6922,29052
